ลำดับที่,สำนักงานชลประทาน,สถานี,ชื่อสถานี,Code,ลุ่มน้ำ,แม่น้ำ,อำเภอ,จังหวัด,"ระดับตลิ่ง
(เมตร)","ความจุฯ
ลบ.ม/วิ","ศูนย์เสาระดับ
ม.(ร.ท.ก.)"
406,สำนักงานชลประทานที่ 9,Z.45,บ้านหนองบอน,,ฝั่งทะเลตะวันออก,คลองคอแล,บ่อไร,ตราด,,,
407,สำนักงานชลประทานที่ 9,Z.47A,บ้านคลองขวาง,,ฝั่งทะเลตะวันออก,คลองจันทิ,เมืองตราด,ตราด,,,
408,สำนักงานชลประทานที่ 9,Z.57,สะพานวัดจันทนาราม,,ฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี,เมืองจันทบุรี,จันทบุรี,3.44,464.8,0.0
409,สำนักงานชลประทานที่ 9,Z.58,บ้านเขาสมิง,,ฝั่งทะเลตะวันออก,แม่น้ำเขาสมิง,เขาสมิง,ตราด,4.5,0.0,0.0
410,สำนักงานชลประทานที่ 9,Z.59,บ้านบ่อไร่,,ฝั่งทะเลตะวันออก,คลองบ่อไร่,บ่อไร,ตราด,,,
411,สำนักงานชลประทานที่ 9,Z.62,บ้านค่าย,,ฝั่งทะเลตะวันออก,คลองใหญ่,บ้านค่าย,ระยอง,,,
412,สำนักงานชลประทานที่ 9,Z.64,บ้านท่าหลวง,,ฝั่งทะเลตะวันออก,แม่น้ำจันทบุรี,มะขาม,จันทบุรี,,,
413,สำนักงานชลประทานที่ 9,Z.65,บ้านวังอีแอ่น,,ฝั่งทะเลตะวันออก,คลองประแกต,แก่งหางแมว,จันทบุรี,,,
414,สำนักงานชลประทานที่ 9,090160 (สชป.9),ต้าบลบางพระ,,บางปะกง,อ่างเก็บน้ำบางพระ,ศรีราชา,ชลบุรี,,,
415,สำนักงานชลประทานที่ 9,090171 (Kgt.19) ,บ้านเขานางนม,,บางปะกง,คลองหลวง,เกาะจันทร์,ชลบุรี,,,
416,สำนักงานชลประทานที่ 9,090381 เขาเขียว,บ้านเขาไม้แดง,,บางปะกง,น้ำตกชันตาเถร,ศรีราชา,ชลบุรี,,,
417,สำนักงานชลประทานที่ 9,440191 (Kgt.15A),บ้านแก่งดินสอ,,บางปะกง,ห้วยโสมง,นาดี,ปราจีนบุรี,,,
418,สำนักงานชลประทานที่ 9,440401,บ้านแก่งดินสอ,,บางปะกง,อ่างฯนฤบดินทรจินดาฝั่งซ้าย,นาดี,ปราจีนบุรี,,,
419,สำนักงานชลประทานที่ 9,440411,บ้านแก่งดินสอ,,บางปะกง,อ่างฯนฤบดินทรจินดาฝั่งขวา,นาดี,ปราจีนบุรี,,,
420,สำนักงานชลประทานที่ 9,740081 (Kgt.12),บ้านแก้ง,,บางปะกง,คลองพระปรง,เมืองสระแก้ว,สระแก้ว,,,
421,สำนักงานชลประทานที่ 9,740331,อบต.วังสมบูรณ์,,บางปะกง,-,วังสมบูรณ์,สระแก้ว,,,
422,สำนักงานชลประทานที่ 9,060191 (kgt.29),บ้านปะตง,,ชายฝั่งทะเลตะวันออก,อบต.ปะตง,สอยดาว,จันทบุรี,,,
423,สำนักงานชลประทานที่ 9,660131,บ้านหมื่นด่าน,,ชายฝั่งทะเลตะวันออก,กองร้อยทหารพราน,บ่อไร่,ตราด,,,
424,สำนักงานชลประทานที่ 13,K.10,บ้านลุ่มสุ่ม,,ลุ่มน้ำหลัก,แม่น้ำแควน้อย,ไทรโยค,กาญจนบุรี,10.3,1039.23,30.4
425,สำนักงานชลประทานที่ 13,K.11A,บ้านวังขนาย,,ลุ่มน้ำหลัก,แม่น้ำแม่กลอง,ท่าม่วง,กาญจนบุรี,6.2,1495.0,9.7
426,สำนักงานชลประทานที่ 13,K.12,บ้านทุ่งนานางหรอก,,ลุ่มน้ำหลัก,ลำตะเพิน,เมืองกาญจนบุรี,กาญจนบุรี,,,
427,สำนักงานชลประทานที่ 13,K.17,บ้านบ่อ,,ลุ่มน้ำหลัก,ลำภาชี,สวนผึ้ง,ราชบุรี,,,
428,สำนักงานชลประทานที่ 13,K.22C,บ้านแม่น้ำน้อย,,ลุ่มน้ำหลัก,ห้วยแม่น้ำน้อย,ไทรโยค,กาญจนบุรี,,,
429,สำนักงานชลประทานที่ 13,K.25A,บ้านคา,,ลุ่มน้ำหลัก,ห้วยท่าเคย,บ้านคา,ราชบุรี,,,
430,สำนักงานชลประทานที่ 13,K.30,บ้านแม่น้ำน้อย,,ลุ่มน้ำหลัก,ห้วยแม่น้ำเลาะ,ไทรโยค,กาญจนบุรี,,,
431,สำนักงานชลประทานที่ 13,K.31,บ้านน้ำโจน,,ลุ่มน้ำหลัก,ห้วยแม่น้ำน้อย,ไทรโยค,กาญจนบุรี,,,
432,สำนักงานชลประทานที่ 13,K.32A,บ้านบ้องตี้น้อย,,ลุ่มน้ำหลัก,ห้วยบ้องตี้,ไทรโยค,กาญจนบุรี,,,
433,สำนักงานชลประทานที่ 13,K.35A,บ้านหนองบัว,,ลุ่มน้ำหลัก,แม่น้ำแควใหญ่,เมืองกาญจนบุรี,กาญจนบุรี,,,
434,สำนักงานชลประทานที่ 13,K.37,บ้านวังเย็น,,ลุ่มน้ำหลัก,แม่น้ำแควน้อย,เมืองกาญจนบุรี,กาญจนบุรี,11.65,1955.0,19.8
435,สำนักงานชลประทานที่ 13,K.38A,บ้านหนองบาง,,ลุ่มน้ำหลัก,ห้วยลิ่นถิ่น,ทองผาภูมิ,กาญจนบุรี,,,
436,สำนักงานชลประทานที่ 13,K.39,บ้านองธิ,,ลุ่มน้ำหลัก,ห้วยองธิ,ทองผาภูมิ,กาญจนบุรี,,,
437,สำนักงานชลประทานที่ 13,K.50A,บ้านสหกรณ์นิคม,,ลุ่มน้ำหลัก,ห้วยดินโส,ทองผาภูมิ,กาญจนบุรี,,,
438,สำนักงานชลประทานที่ 13,K.54,บ้านลิ่นถิ่น,,ลุ่มน้ำหลัก,แม่น้ำแควน้อย,ทองผาภูมิ,กาญจนบุรี,8.0,970.0,60.6
439,สำนักงานชลประทานที่ 13,K.55A,สะพานค่ายหลวง,,ลุ่มน้ำหลัก,แม่น้ำแม่กลอง,บ้านโป่ง,ราชบุรี,,,
440,สำนักงานชลประทานที่ 13,K.56,บ้านหม้อ,,ลุ่มน้ำหลัก,แม่น้ำแม่กลองแม่กลอง,โพธาราม,ราชบุรี,,,
441,สำนักงานชลประทานที่ 13,K.58,บ้านท่าเสา,,ลุ่มน้ำหลัก,แม่น้ำแควน้อย,ไทรโยค,กาญจนบุรี,17.11,0.0,39.5
442,สำนักงานชลประทานที่ 13,K.60,บ้านกุยมั่ง,,ลุ่มน้ำหลัก,ห้วยกุยมั่ง,ทองผาภูมิ,กาญจนบุรี,,,
443,สำนักงานชลประทานที่ 13,K.62,บ้านหนองไผ่,,ลุ่มน้ำหลัก,ลำภาชี,ด่านมะขามเตี้ย,กาญจนบุรี,,,
444,สำนักงานชลประทานที่ 14,B.3A,บ้านสองพี่น้อง,,ลุ่มน้ำหลัก,แม่น้ำเพชรบุรี,แก่งกระจาน,เพชรบุรี,,,
445,สำนักงานชลประทานที่ 14,B.6A,สะพานท่าเกวียน,,ลุ่มน้ำหลัก,ห้วยแม่ประจันต์,แก่งกระจาน,เพชรบุรี,,,
446,สำนักงานชลประทานที่ 14,B.8A,บ้านโพรงเข้,,ลุ่มน้ำหลัก,ห้วยผาก,ท่ายาง,เพชรบุรี,,,
447,สำนักงานชลประทานที่ 14,B.9,บ้านสาระเห็ด,,ลุ่มน้ำหลัก,แม่น้ำเพชรบุรี,ท่ายาง,เพชรบุรี,,,
448,สำนักงานชลประทานที่ 14,B.10,ตลาดท่ายาง,,ลุ่มน้ำหลัก,แม่น้ำเพชรบุรี,ท่ายาง,เพชรบุรี,,,
449,สำนักงานชลประทานที่ 14,B.11,บ้านจะโปรง,,ลุ่มน้ำหลัก,ห้วยแม่ประจันต์,หนองหญ้าปล้อง,เพชรบุรี,,,
450,สำนักงานชลประทานที่ 14,B.16,สะพานบ้านลาด,,ลุ่มน้ำหลัก,แม่น้ำเพชรบุรี,บ้านลาด,เพชรบุรี,,,
451,สำนักงานชลประทานที่ 14,Gt.7,บ้านวังยาว,,ลุ่มน้ำหลัก,คลองบางสะพานใหญ่,บางสะพาน,ประจวบคีรีขันธ์,,,
452,สำนักงานชลประทานที่ 14,Gt.8,บ้านไร่คลอง,,ลุ่มน้ำหลัก,คลองว้าโทน,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,,,
453,สำนักงานชลประทานที่ 14,Gt.9,บ้านกลาง,,ลุ่มน้ำหลัก,คลองทับสะแก,ทับสะแก,ประจวบคีรีขันธ์,,,
454,สำนักงานชลประทานที่ 14,Gt.10,บ้านหนองหญ้าปล้อง,,ลุ่มน้ำหลัก,คลองกรูด,บางสะพาน,ประจวบคีรีขันธ์,,,
455,สำนักงานชลประทานที่ 14,Gt.11,บ้านช้างแรก,,ลุ่มน้ำหลัก,คลองใหญ่,บางสะพานน้อย,ประจวบคีรีขันธ์,,,
456,สำนักงานชลประทานที่ 14,Gt.15,บ้านสวนสนห้วยทราย,,ลุ่มน้ำหลัก,ห้วยทราย,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,,,
457,สำนักงานชลประทานที่ 14,Gt.16,บ้านหินจวง,,ลุ่มน้ำหลัก,คลองหินจวง,เมืองประจวบคีรีขันธ์,ประจวบคีรีขันธ์,,,
458,สำนักงานชลประทานที่ 14,Gt.17,บ้านห้วยยาง,,ลุ่มน้ำหลัก,ห้วยยาง,ทับสะแก,ประจวบคีรีขันธ์,,,
459,สำนักงานชลประทานที่ 14,Gt.18,บ้านจะกะบน,,ลุ่มน้ำหลัก,คลองจะกะ,ทับสะแก,ประจวบคีรีขันธ์,,,
460,สำนักงานชลประทานที่ 14,Gt.19,บ้านอ่างทอง,,ลุ่มน้ำหลัก,คลองอ่างทอง,ทับสะแก,ประจวบคีรีขันธ์,,,
461,สำนักงานชลประทานที่ 14,Gt.20,บ้านบางสะพาน,,ลุ่มน้ำหลัก,คลองบางสะพาน,บางสะพาน,ประจวบคีรีขันธ์,,,
462,สำนักงานชลประทานที่ 14,Ky.3,บ้านทุ่งแฝก,,ลุ่มน้ำหลัก,แม่น้ำกุยบุรี,กุยบุรี,ประจวบคีรีขันธ์,,,
463,สำนักงานชลประทานที่ 13,T.1,หน้ำที่ว่ำกำรอ้ำเภอ,,ลุ่มน้ำหลัก,แม่น้ำท่าจีน,นครชัยศรี,นครปฐม,,,
464,สำนักงานชลประทานที่ 12,T.10 ,บ้ำนวัดพระรูป,,ลุ่มน้ำหลัก,แม่น้ำท่าจีน,เมือง,สุพรรณบุรี,,,
465,สำนักงานชลประทานที่ 12,T.13,บ้ำนบำงกำร้อง,,ลุ่มน้ำหลัก,แม่น้ำท่าจีน,สองพี่น้อง,สุพรรณบุรี,,,
466,สำนักงานชลประทานที่ 13,T.14,รร.บ้านสามพราน,,ลุ่มน้ำหลัก,แม่น้ำท่าจีน,สำมพรำน,นครปฐม,,,
467,สำนักงานชลประทานที่ 13,T.15,วัดบางนารถ,,ลุ่มน้ำหลัก,แม่น้ำท่าจีน,บางเลน,นครปฐม,,,
468,สำนักงานชลประทานที่ 13,K.2B,สะพานธนะรัชต์,,ลุ่มน้ำหลัก,แม่น้ำแม่กลอง,เมืองราชบุรี,ราชบุรี,,,
469,สำนักงานชลประทานที่ 13,K.3A,บ้านลุ่มดงกระเบา,,ลุ่มน้ำหลัก,แม่น้ำแม่กลอง,เมืองกาญจนบุรี,กาญจนบุรี,,,
470,สำนักงานชลประทานที่ 13,K.22A,บ้านแม่น้ำน้อย,,ลุ่มน้ำหลัก,ห้วยแม่น้ำน้อย,ไทรโยค,กาญจนบุรี,,,
471,สำนักงานชลประทานที่ 13,K.36,บ้านท่ามะนาว,,ลุ่มน้ำหลัก,แม่น้ำแควใหญ่,เมืองกาญจนบุรี,กาญจนบุรี,,,
472,สำนักงานชลประทานที่ 13,K.49,บ้านยางสูง,,ลุ่มน้ำหลัก,ล้ำตะเพิน,บ่อพลอย,กาญจนบุรี,,,
473,สำนักงานชลประทานที่ 13,K.53,บ้านศรีมงคล,,ลุ่มน้ำหลัก,ห้วยแม่กระบาล,ไทรโยค,กาญจนบุรี,,,
474,สำนักงานชลประทานที่ 13,K.57,บ้านกระดังงา,,ลุ่มน้ำหลัก,แม่น้ำแม่กลอง,บางคนที,สมุทรสงคราม,,,
475,สำนักงานชลประทานที่ 13,K.61,บ้านดานทับตะโก,,ลุ่มน้ำหลัก,ล้ำภำชี,จอมบึง,ราชบุรี,,,
476,สำนักงานชลประทานที่ 14,B.15,ข้างจวนผู้ว่าฯ,,ลุ่มน้ำหลัก,แม่น้ำเพชรบุรี,เมืองเพชรบุรี,เพชรบุรี,,,
477,สำนักงานชลประทานที่ 14,B.17,สะพานถนนเพชรเกษม,,ลุ่มน้ำหลัก,แม่น้ำเพชรบุรี,เมืองเพชรบุรี,เพชรบุรี,,,
478,สำนักงานชลประทานที่ 14,B.18,เขาลูกช้าง,,ลุ่มน้ำหลัก,แม่น้ำเพชรบุรี,ท่ายาง,เพชรบุรี,,,
479,สำนักงานชลประทานที่ 14,Gt.1 ,บ้านเขาแดง,,ลุ่มน้ำหลัก,คลองเขาแดง,กุยบุรี,ประจวบคีรีขันธ์,,,
480,สำนักงานชลประทานที่ 14,Gt.12A,บ้านห้วยสัก,,ลุ่มน้ำหลัก,คลองลำชู,บางสะพานน้อย,ประจวบคีรีขันธ์,,,
481,สำนักงานชลประทานที่ 14,Gt.20A,บ้านห้วยทรายขาว,,ลุ่มน้ำหลัก,คลองบางสะพาน,บางสะพาน,ประจวบคีรีขันธ์,,,
482,สำนักงานชลประทานที่ 14,Gt.21,บ้านบางสะพาน,,ลุ่มน้ำหลัก,คลองลัด,บางสะพาน,ประจวบคีรีขันธ์,,,
483,สำนักงานชลประทานที่ 14,Gt.22,รร.อนุบาลบางสะพาน,,ลุ่มน้ำหลัก,คลองบางสะพาน,บางสะพาน,ประจวบคีรีขันธ์,,,
484,สำนักงานชลประทานที่ 14,X.214,บ้านเขาหลวง,,ภาคใต้ฝั่งตะวันออกตอนบน,คลองละแม (ล่าง),ละแม,ชุมพร,,,
485,สำนักงานชลประทานที่ 15,X.284,สะพานราเมศวร์,,ภาคใต้ฝั่งตะวันออกตอนบน,คลองท่าวัง (ท่าซัก),เมืองนครศรีธรรมราช,นครศรีธรรมราช,,,
486,สำนักงานชลประทานที่ 15,X.286,ชุมชนหอไตร,,ภาคใต้ฝั่งตะวันออกตอนบน,คลองป่าเหล้า,เมืองนครศรีธรรมราช,นครศรีธรรมราช,,,
487,สำนักงานชลประทานที่ 15,X.287,ชุมชนเพชรจริก,,ภาคใต้ฝั่งตะวันออกตอนบน,คลองสวนหลวง,เมืองนครศรีธรรมราช,นครศรีธรรมราช,,,
488,สำนักงานชลประทานที่ 15,X.288,ชุมชนเพชรจริก,,ภาคใต้ฝั่งตะวันออกตอนบน,คลองคูพาย,เมืองนครศรีธรรมราช,นครศรีธรรมราช,,,
